docid,Comments,Lable
100391,"ඉතා ඉක්මනින් පැමිණි අතර, නිෂ්පාදිතය හොඳින් ඇසුරුම් කර තිබුනි, පරිපූර්ණව වැඩ කළේය.",5
100392,"සුපිරි, මම එය හොඳ තත්ත්වයෙන් සහ නියමිත වේලාවට ලබාගත්තෙමි. ඔබට ස්තුතියි.",5
100393,එය ඉතා නිවැරදි හා හොඳ තත්ත්වයේ විය. ඉතා තෘප්තිමත්!,5
100394,"එය ක්රියා කරයි, උෂ්ණත්වමානය සමඟ ඉතා සතුටුයි",5
100395,"සියල්ල යෙදුම හරහා සම්බන්ධ වේ. සෑම දෙයක්ම සරලයි, ස්තූතියි",5
100396,ඉතා හොඳ සහ ඉතා ප්රයෝජනවත් නිෂ්පාදනයක්.,5
100397,හොඳ පෙනුමක් ඇති අතර ඔරලෝසුව හොඳින් රදවා ගනියි.,5
100398,වර්ණය හරි සහ විකුණුම්කරු වේගවත් ඇණවුමක් එවන ලදී.,5
100399,"බෙදා හැරීම නොමිලේ සහ වේගවත් විය. ගුණාත්මකභාවය හොඳයි. සාමාන්‍ය නිෂ්පාදනයක්, එහි මිල අනුව හොඳයි.",5
100400,ඉතා හොද power bank එකකි. එක ආරෝපනයකින් තෙවරක් සම්පූර්නයෙන්ම භාවිත කල හැක.,5
100401,"මම එය වසරක් තිස්සේ භාවිතා කර ඇති අතර ඉතා විශිෂ්ටයි, මෙය මම නැවත මිලදී ගත්තා.",5
100402,"හොඳ පබළු, මැට්. බෙදා හැරීම මාසයකට වඩා ටිකක් වැඩි කාලයක් ගතවිය. සීරීම් නැත.",5
100403,ඉක්මනින් ලැබුණා! නිෂ්පාදන පරිපූර්ණ ක්රියාකාරී තත්ත්වයේ ඇත.,5
100404,"රූපය වැනි, ඉතා ප්රායෝගික නමුත් එය භාවිතා කිරීමට පෙර එය පුහුණු වීම වටී",5
100405,"බල සැපයුම විශිෂ්ටයි, වේගවත් ආරෝපණ ලබා දෙයි.",5
100406,හැමදේම සුපිරියටම වැඩ. කුඩා කැටයම් හොඳ පෙනුමක් ලබා දෙයි.,5
100407,භාණ්ඩවල ගුණාත්මකභාවය විස්තරයට අනුරූප වේ. මට විකුණුම්කරු සමඟ කතා කිරීමට උවමනා වුනේ නැත.,5
100408,ඉක්මනින් භාර දෙන ලදී. ගුණාත්මකභාවය විශිෂ්ටයි. මම විකුණුම්කරු නිර්දේශ කරමි.,5
100409,විශිෂ්ට ලෙස රඳවා තබා ගනී. දැන් එය වඩාත් පරිස්සම් වේ.,5
100410,වේගවත් බෙදාහැරීම. හොඳ ඇසුරුම්. ගුණාත්මක නිෂ්පාදනයක්. අලංකාර ආලෝක බලපෑම. එහි ඡායාරූප වලට වඩා හොඳයි. නිෂ්පාදිතය ගැන අපි අතිශයින් සතුටු වෙමු. අපට නිෂ්පාදිතය සහ විකුණුම්කරු නිර්දේශ කළ හැකිය.,5
100411,"දින 16කින් පාර්සලය ආවා. ඉතා ලස්සන රෙදි සහ වර්ණය, විස්තරයට අනුරූප වේ. උස ~ 160 සඳහා ප්‍රමාණය හොඳින් ළගැලපෙ.",5
100412,"බොහෝම ස්තූතියි, එය සම්මතයේ ගුණාත්මක භාවය ඉක්මනින් පැමිණියේය.",5
100413,"ඉතා හොඳ කාර් එකක්. කුඩා, නමුත් ගුණාත්මකභාවය කෙරෙහි බලපාන්නේ නැත. සුපිරි ආලෝකය සහ වේගවත්. දින 10 කින් පැමිණියා. නිර්දේශ කරන්න.",5
100414,"බලාපොරොත්තු වූ දිනට සතියකට කලින් පැමිනියා, විශිෂ්ටයි.",5
100415,"මම එය තෑග්ගක් ලෙස ඇණවුම් කළෙමි, සියල්ල හොඳින් පෙනේ. බෙදා හැරීම වේගවත් වේ, මුදල් සඳහා එය වඩාත් වටී.",5
100416,"හොඳ ප්‍රමාණයේ ඇත, බෝතලයක් අසල ඒවා තබන විට සුළු ආලෝකයක් ලබා දෙන්න.",5
100417,"සෑම දෙයක්ම පරිපූර්ණයි! එය MRW මගින් සතියකට අඩු කාලයකින් පැමිණ ඇත, ගුණාත්මකභාවය සම්පූර්ණ සහ අව්‍යාජ ය. 100% නිර්දේශිතයි.",5
100418,"වේගවත් බෙදාහැරීම, ගුණාත්මකභාවය සහ ඉතා හොඳ නිර්දේශයක්.",5
100419,"ඉතා ඉක්මනින් ආවා, විකුණුම්කරුට ස්තූතියි!",5
100420,වෙළඳ ප්‍රචාරණයට සමාන නිෂ්පාදනයක්. දවස් 26කින් ගෙදර ආවා. විශිෂ්ට විකුණුම්කරුවෙක් !!,5
100421,හොඳ quality එකට තිබ්බා. හොඳ material එකක්.,5
100422,හරිම ලස්සන බෑග් එකක්.,5
100423,සුපිරි අත්බෑගය! පහසුයි! සහ පසුම්බිය දැමීමට ඉතා යෝග්‍යය!,5
100424,මම එයට කැමතියි! මම බලාපොරොත්තු වූවාට වඩා එය විශාලයි. දුරකථනය දැමීමට සම්පූර්ණයෙන්ම ගැලපේ.,5
100425,එහි ඇති මුද්‍රණය ඉතා හොදයි. බොහෝ කාලයක් පවතී යැයි සිතේ.,5
100426,විශිෂ්ටයි!!! හොඳින් ඇසුරුම් කර ඇත. දරුවා හරිම කැමතියි. බොහොම ස්තූතියි. මම එය නිර්දේශ කරමි.,5
100427,"එය ඉතා හුරුබුහුටිය, හොඳ material එකක්! මම එය වෙනස් මෝස්තරයකින් උත්සහ කර බැලුවෙමි.",5
100428,"එය නියමිත වේලාවට පැමිණියේය, ගුණාත්මකභාවය හොඳයි, මැහුම් ඒකාකාරයි, මම නිර්දේශ කරමි",5
100429,"මුද්ද ආවා, නියමිත වේලාවට බෙදා හැරීමක්.",5
100430,"එය ඉක්මනින් ආවා, මම ඇසුරුම් ගලවා ගත්තා.",5
100431,"ඉතා හුරුබුහුටි සහ එය ඡායාරූපයක් මෙන් පෙනේ, මගේ පියයුරු ද හොඳ පෙනුමක් ලබා දෙයි.",5
100432,"හොඳයි වගේ පේනවා, මම තවමත් සවිකර එය පරික්ෂා කර බැලිය යුතුයි.",5
100433,"ඉතා ස්වභාවික කාච සහ ඉතා නම්යශීලී, මම නිර්දේශ කරමි",5
100434,නිෂ්පාදිතය ඇස්තමේන්තු කළ දිනයට පෙර පැමිණ ඇත. මගේ මව එය ගැන සතුටුයි !! නිර්දේශිතයි!!,5
